name,primary_type,mobile,website,address,rating,reviews,maps_url
Torq Rides - MG Road,service,9560198483,https://www.torqrides.com/,"Basement 2, Pillar No. 5, MGF Metropolis Mall, Metro Station, next to DLF City Centre, next to Mehrauli-Gurgaon Road, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",4.9,357,https://maps.google.com/?cid=6448174781484551582&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Enkay Residency V Block,lodging,9667984441,http://www.enkayresidency.com/,"V-39/18 & 19, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.2,353,https://maps.google.com/?cid=14663836967261945784&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Jawed Habib Hair Studio - DLF Phase I,hair_salon,9205094432,,"Shop No. 2, Silver Oaks Society, opp. Qutub Plaza, G Block, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",4.8,340,https://maps.google.com/?cid=5403554665741659182&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Passport makers,,9968875644,https://passportmakers.com/,"shop no 1, mahender singh compound, near PSK, Sector 18, Gurugram, haryana, Haryana 122001, India",4.9,337,https://maps.google.com/?cid=12287180745857050734&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
EEST,restaurant,7290013904,https://www.marriott.com/hotels/hotel-information/restaurant/details/delwi-the-westin-gurgaon-new-delhi/5968748/,"First floor, The Westin, 1, Mehrauli-Gurgaon Rd, above lobby level, Sector 29, Gurugram, New Delhi, Haryana 122002, India",4.3,328,https://maps.google.com/?cid=16219208140577068349&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Headlocks Luxury Salon,beauty_salon,8826836444,https://headlocksluxurysalon.com/,"F9/13A, Golf Course Rd, Block F, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",4.6,324,https://maps.google.com/?cid=10781337835545371262&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Rynox Exclusive Store - Delhi,sporting_goods_store,9717744139,,"Shop No - 203/01, Ground Floor, Situated at MG Road Aya Nagar crossing, Arjan Garh, Aya Nagar, Delhi, New Delhi, Delhi 110047, India",4.8,321,https://maps.google.com/?cid=4605613888538399128&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Memories by Barkha,service,8595419756,http://www.memoriesbybarkha.com/,"Plot 605, near The Aralias, Sector 42, Gurugram, Haryana 122009, India",4.9,319,https://maps.google.com/?cid=2343316604634089821&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Woodbury,hotel,9999071320,http://thewoodbury.in/,"1, Kusum Marg, G Block, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",4.5,319,https://maps.google.com/?cid=12687338478839678924&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Dietician Archana Batra's Clinic,consultant,9971886474,https://www.dtarchanabatra.com/,"House No. 97 (Lower Ground Floor, Power Grid Township Block-C2, Block C2, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009, India",4.9,301,https://maps.google.com/?cid=13834171548811595710&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Craft and Glory,manufacturer,8826192277,https://craftandglory.in/,"BUILDING NO. 20, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",4.1,295,https://maps.google.com/?cid=12703546476308810022&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Koaster BYOB,bar_and_grill,9990905917,,"Peepal Chowk, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",3.9,293,https://maps.google.com/?cid=8545062311095087583&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Dr Mukesh Nandal - Gastroenterologist and hepatologist in Gurgaon | Liver Care | Endoscopy Centre,doctor,9599729737,https://drmukeshnandal.com/,"Narayana Superspeciality Hospital, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.9,291,https://maps.google.com/?cid=8935839492522483190&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Empire,bar,9015756778,https://www.socialgoat.in/nightlife/Delhi-NCR/outlet/Suburbia-The-Empire-MGF-Metropolitan-Mall,"Mehrauli-Gurgaon Rd, DLF Phase 2, Sector 25, Gurugram, Haryana 122009, India",3.9,289,https://maps.google.com/?cid=8100147574535301581&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
FabHotel Rivlet Residency,hotel,7042424242,https://www.fabhotels.com/hotels-in-gurgaon/fabhotel-rivlet-premium-iii.html?utm_source=GMB&utm_medium=organic&utm_campaign=GMB_Traffic,"37, Siris Rd, T Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.6,287,https://maps.google.com/?cid=17243364627167371360&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Uma Sanjeevani Health Centre And Hospital,general_hospital,9810476125,https://www.umasanjeevani.in/,"1, Dakshin Marg, DLF Phase 2, Sector 25, Gurugram, Sarhol, Haryana 122002, India",3.7,279,https://maps.google.com/?cid=15605427507362295835&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MISO,korean_restaurant,9958813906,,"Unit 201D, Second Floor, Global Foyer Mall, Golf Course Rd, Sector 43, Gurugram, Haryana 122009, India",4.3,275,https://maps.google.com/?cid=9446178771227511533&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
John Key Maker,locksmith,8587931658,https://john-key-maker.grexa.site/,"Shop No. 1003, Rp 2 Roads, Man Gate, Hamilton Ct Rd, Sector 28, DLF Phase IV, Gurugram, Haryana 122009, India",4.9,270,https://maps.google.com/?cid=8132634494041548436&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"SPEECHKART | Gurugram | Best speech therapy for child & adults, language, swallow & voice therapy",health,9812505123,http://speechkart.com/,"House no:- 754, near Excelsior American School, Block C2, DLF Garden Villas, Sector 43, Gurugram, Haryana 122009, India",5,266,https://maps.google.com/?cid=12321256855286257496&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Perch Service Apartment - MG Road,lodging,8448444240,https://www.theperch.in/properties/perch-service-apartment-mg-road,"A-603, Block A, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122002, India",4.7,266,https://maps.google.com/?cid=5498924732262242745&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Bedchambers Serviced Apartments, DLF Cybercity Gurgaon",lodging,8588888655,https://bedchambers.in/Apartments/bedchambers-serviced-apartments-dlf-cybercity-gurgaon/,"V40, 1, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.9,265,https://maps.google.com/?cid=4838707718266024628&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Dust Reta- Building Material Supplier in Gurgoan,,9216471647,http://dustreta.com/,"NH148A Nearest, metro station, Sikanderpur, Nathupur, Sector 24, Gurugram, Haryana 122002, India",5,263,https://maps.google.com/?cid=10783136052647876406&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Dr Amit Bhasin,doctor,8527336665,http://priveclinic.in/,"Prive Skin Clinic, 6101, near Super Mart 1, DLF Phase IV, Sector 27, Gurugram, Haryana 122009, India",4.7,253,https://maps.google.com/?cid=14661609642063733588&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Bosch Car Service - Qutab Auto,car_repair,9811605656,https://www.qutabauto.in/,"Khasra No. 458, Part 2, Bosch Qutab Auto, Galleria Market, Road, Sector 28, DLF City IV, Gurugram, Haryana 122009, India",4.7,251,https://maps.google.com/?cid=8561068420871538892&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Dr. Teena Singh,doctor,9818547588,https://drteenasinghfamilytreepolyclinic.getmy.clinic/?utm_source=gmb&utm_medium=web&utm_campaign=tu,"B, Family tree polyclinic, 526b, Sushant Lok Rd, phase 1, Sector 43, Gurugram, Haryana 122009, India",4.9,247,https://maps.google.com/?cid=3479891454036059776&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Gurugram Bakery,cake_shop,9971219608,,"637, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122002, India",4.9,247,https://maps.google.com/?cid=7323026642162519076&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Veekay Clinic,doctor,9999636026,http://www.veekayclinic.com/,"5, J-5, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",4.6,247,https://maps.google.com/?cid=17896231947877341530&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Alpha Indoor Games | Cricket Bowling Machine, Table Tennis & Pool.",indoor_playground,7905539603,,"754, Sector 42 Main Rd, Sector 42, Gurugram, Haryana 122009, India",5,242,https://maps.google.com/?cid=10283951209412696580&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Value Wellness Clinic – Laser, Skin & Hair Clinic in Gurgaon",wellness_center,7377737309,http://valuewellness.in/,"B-11/1, Ashoka Cresent Marg, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",4.3,237,https://maps.google.com/?cid=1589179337137559362&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Dr Shivani Deswal,doctor,9873395362,https://www.childgastrolivercarebydrshivanideswal.com/,"Narayana Superspeciality Hospital, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.9,236,https://maps.google.com/?cid=7986204646254216826&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
QuickDocs,consultant,9999002343,,"91SpringBoard, Plot, 90B, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",4.8,230,https://maps.google.com/?cid=17814649697482685489&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Nova IVF Fertility Center Gurugram - Best IVF Centre in Gurgaon, Haryana",doctor,8044474652,https://www.novaivffertility.com/ivf-centre/delhi-ncr/fertility-clinic-gurugram?utm_source=GMB&utm_medium=organic,"Plot No 522, near Supermarket, Sector 27, Gurugram, Haryana 122009, India",4.7,228,https://maps.google.com/?cid=6100269582711150529&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Travel N Time,travel_agency,9811208099,http://www.travelntime.com/,"LG-25, Mega Mall, A Block, DLF Phase 1, Gurugram, Haryana 122002, India",4.8,228,https://maps.google.com/?cid=17513527715170255138&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Eternal Oasis Gurugram,cultural_center,7982883571,https://www.eternaloasis.org/,"Landmark, Eternal Oasis, 591A, Sector 42 Main Rd, opposite Shiv Nadar School, Sector 42, Gurugram, Haryana 122002, India",4.5,226,https://maps.google.com/?cid=13016546619902040687&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Essel Prime (Essel Tower Club),association_or_organization,9911114258,http://www.siyaevent.com/,"229, Indian Airlines Pilots Society, Sushant Lok Phase I, Gurugram, Haryana 122009, India",4.1,226,https://maps.google.com/?cid=16709182036653269725&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Goodyear Autocare - Lohia Tyre World,tire_shop,8071370726,https://autocare.goodyear.co.in/goodyear-autocare-lohia-tyre-world-tyre-shop-sector-24-gurugram-338878/Home?utm_source=locator&utm_medium=googleplaces,"Ground Floor, Mehrauli-Gurgaon Rd, beside Pahalwan Dhaba, Nathupur, Sector 24, Gurugram, Haryana 122002, India",4.8,222,https://maps.google.com/?cid=1449055789573525754&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Medview Diagnostics,medical_clinic,7217768678,http://www.medviewdiagnostics.in/,"153, Akashneem Marg, Mushedpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",4.9,220,https://maps.google.com/?cid=11683200384166940036&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
NS.ONE DELHI,store,8742904179,http://www.nsone.in/,"Mehrauli-Gurgaon Rd, opposite pillar no 190, near Metro Station Arjan Garh, Arjan Garh, Aya Nagar, New Delhi, Delhi 110047, India",4.3,219,https://maps.google.com/?cid=15191504017442765281&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Vaibhav Garg - Sports Performance Nutritionist & Metabolic Disorders Expert,consultant,9818467654,http://www.vaibhavgarg.com/,"697-P, Golf Course Rd, Sector 42, Gurugram, Haryana 122009, India",4.9,207,https://maps.google.com/?cid=17749628548113244947&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Hotel Gracia Golf by SAAVI Hotel,hotel,7290006494,http://saavihotels.com/,"545, Off, Golf Course Rd, Sector 43, Gurugram, Haryana 122002, India",3.8,204,https://maps.google.com/?cid=2467949711724443147&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Balaji Store,supermarket,8860466640,,"Vakil market, Chanderlok, DLF City IV, Gurugram, Haryana 122002, India",4.4,199,https://maps.google.com/?cid=5504128005369874923&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Fun Station golf course road,cafe,9871864446,,"Golf Course Road, Block F4, 1, Block F, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",3.9,194,https://maps.google.com/?cid=7087056372276358930&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Moksa,wholesaler,9910493746,https://www.moksa.in/,"LG-15, Lower Ground, Mega Mall, Golf Course Rd, Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",4.9,194,https://maps.google.com/?cid=13253682285681082662&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Freedo- Corporate Office,service,9599819940,https://freedo.rentals/,"47, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",4.6,194,https://maps.google.com/?cid=5925893632736499070&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Green Chick Chop,butcher_shop,9717333001,https://greenchickchopindia.com/,"Shop no 2,MG Road, 100m from Air Force Station, Arjan Garh, Aya Nagar, New Delhi, Delhi 110047, India",4,192,https://maps.google.com/?cid=6788551894988555727&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Drapesy,store,9810756545,http://www.drapesy.com/,"Pillar No. 191, Metro Station, Plot No. 9, Mehrauli-Gurgaon Rd, near Arjangarh, Arjan Garh, Aya Nagar, New Delhi, Delhi 110047, India",4.9,184,https://maps.google.com/?cid=17115803667059886278&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Chai Point - Narayana Hospital, Gurugram",cafe,8880141000,https://shop.chaipoint.com/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-chai-point,"No 3201, Narayana Hospital, Ground Floor Block V, DLF Phase - III, Nathupur, Sector 24, Gurugram, Haryana 122010, India",4.8,184,https://maps.google.com/?cid=2362160453426684230&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Alive Wellness Clinics - Shahpur, Gurugram",wellness_center,9717425333,https://branches.alivewellnessclinics.com/alivewellness-shahpur-gurugram/aws06/category,"3, Jacaranda Marg, near DLF Square, Building, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",4.3,182,https://maps.google.com/?cid=7041602127534783474&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Kochartech,corporate_office,9877098771,https://www.kochartech.com/,"76-B, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",4.6,182,https://maps.google.com/?cid=16958903153725853871&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Roy Imaging,electronics_store,9650038840,https://royimaging.com/,"A7/94 Phase 5, Near Mother Mary School, Aya Nagar, Phase 5, Aya Nagar Extension, Aya Nagar, New Delhi, Delhi 110047, India",4.9,180,https://maps.google.com/?cid=18284793922360704547&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Red Hot Café,restaurant,9811837421,,"UG-1, Centre Point Mall, Sushant Lok Phase I, UG 1, near IFCCO Metro Station, Sector 28, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009, India",4,179,https://maps.google.com/?cid=225329197280517838&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Zolo Breeze Co-Living | Redefining PG,service,8880108010,https://zolostays.com/pg-hostel-near-DLF-Phase-3-in-Gurugram-for-couple-Zolo-Breeze-ZGG007,"Khasra No. 342, Near, T29, 10 Road, opposite Hanuman Mandir, Nathupur, Sector 24, Gurugram, Haryana 122002, India",3.9,178,https://maps.google.com/?cid=9260091132718659558&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Pragya Pizza Express,food_court,6200359350,,"NH8, DLF Phase 2, Sector 18, Shahpur, Gurugram, Haryana 122015, India",5,177,https://maps.google.com/?cid=1720003481886901133&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Om Sai Cricket Academy,athletic_field,8178254415,,"near by Yadav farm house, Rajokri Village, Rajokri, New Delhi, Delhi 110038, India",4,174,https://maps.google.com/?cid=12395030102047258081&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Preface Institute,,9999488897,https://prefaceinstitute.com/,"525, J Near Camellias Apartments, Sector 42, Gurugram, Haryana 122002, India",5,172,https://maps.google.com/?cid=16214640238034790190&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Shree krishna taxi service,taxi_service,9717173982,,"REGENCY PARK-2, EWS-027, near Galleria Market, near Supermart-1, DLF Phase IV, Gurugram, Haryana 122002, India",5,171,https://maps.google.com/?cid=3902456291282701136&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Modern Zen Spa & Lounge | Premium Spa,spa,9821400437,https://modernzenspa.com/,"6101, 2nd Floor, near super Mart 1, opposite Tower-R, DLF Phase IV, Gurugram, Haryana 122009, India",4.8,170,https://maps.google.com/?cid=4805025183536657589&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Tranciscolabs | Mobile App Development Company | Web Development Company,service,9580174570,https://tranciscolabs.com/,"RGREP, Park, Leisure Valley Rd, Sector 29, Gurugram, Haryana 122009, India",4.4,168,https://maps.google.com/?cid=3181544507855758260&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AAFARIN- Pure afghan dry fruits,food_store,8130900116,https://www.aafarindryfruits.com/,"LG FLOOR, Ambience Mall, inside SMART BAZAAR, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122001, India",5,168,https://maps.google.com/?cid=13443096407132274932&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Restin Hotel - Golf Course Road & DLF Phase I,hotel,9953505741,,"Plot No 124, Sector 27, Gurugram, Haryana 122009, India",5,164,https://maps.google.com/?cid=2906854345149860876&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Purpose Spa,massage_spa,9289646492,https://www.purposespa.com/,"UPPER GROUND FLOOR, MGF Metropolis Mall, near Lifestyle Stores, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",4.7,163,https://maps.google.com/?cid=18060931671441458659&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
7DaysNatural,manufacturer,8800007761,https://7daysnatural.in/,"Plot No. 394, Electronic City, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",4.8,163,https://maps.google.com/?cid=10990108189064025784&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Almost Spa,spa,8287723261,https://almostspagurgaon.blogspot.com/,"Shop No.120, 1st Floor, Supermart 1, DLF Phase-4, Sector-43, Gurugram, Haryana 122003, India",4.7,159,https://maps.google.com/?cid=2002297410475664949&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
DLF THRIVE,wellness_center,8448285864,https://dlfthrive.com/,"Block A, First Floor, DLF Cyber Park, Phase III, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",4.7,159,https://maps.google.com/?cid=1213598513586335791&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
EVO CNG | EVO AUTOGAS SYSTEMS PVT LTD,car_repair,9313418433,http://www.evoautogas.com/,"1, Mehrauli-Gurgaon Rd, Nathupur, Sector 24, Gurugram, Haryana 122002, India",4,157,https://maps.google.com/?cid=12292987776579451648&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Dee Emm Hyundai Service Centre - Udyog Vihar, Gurgaon",car_dealer,9319736501,https://www.hyundai.com/in/en/click-to-buy/find-a-dealer-and-website.html,"317, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",4.9,157,https://maps.google.com/?cid=14523895134424671612&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Bed & Oats,bed_and_breakfast,9773770290,,"34, G - 19 Rd, G Block, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",4.4,154,https://maps.google.com/?cid=11304528446602394781&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Fume Coworking Gurugram,coworking_space,8383874274,http://www.fumecoworking.in/,"Plot- 76-D, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",4.5,153,https://maps.google.com/?cid=12804166651249412614&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Attitude The Family Salon,beauty_salon,9871315646,https://www.instagram.com/attitudesalongurgaon?igsh=MXg0MW1rY3I5MWdiZw==,"132 and 142 ground floor, Vyapar Kendra Rd, Block C, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009, India",4.3,152,https://maps.google.com/?cid=3237066556046853649&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
TrainingYA,,7303066379,https://www.trainingya.com/,"0117, Second Floor, Purvi Marg Opposite Building 5 Cybercity Below Phase II -Rapid Metro Station on Main Raod, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",4.7,152,https://maps.google.com/?cid=13839353878734094244&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
BrownBricks Apartments,lodging,9555034206,,"30, V-20, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.6,152,https://maps.google.com/?cid=13839298595074884350&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
