name,category,staff_potential,phone,website,rating,reviews,address,maps_url
Acresbyry,general_contractor,LOW,099901 07700,https://instagram.com/acresbyry?igshid=YmMyMTA2M2Y=,3.8,47,"Rajokari Flyover, near City Park Hotel, D Block, N.H -8, Kapas Hera Estate, New Delhi, Delhi 110097, India",https://maps.google.com/?cid=10243580927040331398&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Acupressure / Acupuncture Therapist,medical_clinic,LOW,099719 89955,,,,"Shop No - 1, Old Palam, Hotel, Gurugram Rd, near Hyatt Place, opposite CNG Pump, Electronic City, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=2203413669228108871&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Adda52,store,MED,1800 572 0611,http://www.adda52.com/,3.8,4,"349, Shankar Chowk Rd, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=11469967011587760450&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Addi Homecare,physiotherapist,MED,082873 20241,,5,7,"shop no. 32, Vakil market, Chakkarpur , near by MG metro station, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=13776125101454555335&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AdGlobal360 India Pvt Ltd - Building 2,service,LOW,092892 24104,https://www.adglobal360.com/?utm_source=local-listing&utm_medium=google&utm_campaign=seo-local,5,7,"Plot No, 690 & 691, Udyog Vihar Phase V Rd, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=5540224501059335287&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Aditya Techmech,manufacturer,LOW,098108 33000,https://www.adityatechmech.com/,5,1,"K-15, DLF Phase 2, Sector 25, Sarhol, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=962147732528191137&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AdLantic Media,service,LOW,,,5,3,"249, Intellect Design, 2nd Floor, Karma Kalpa, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=13448623971718751829&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Admya Infotech,service,LOW,085069 47372,http://www.admyainfotech.com/,3.5,4,"3, U-42 Rd, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=17722107214613442954&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Adobe Eyez (India) Private Limited,housing_complex,LOW,,,,,"1A, U-28A Rd, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=524719108078223278&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ADSPHERE,,LOW,,https://adsphereshop.com/,,,"10, GF, U-23 Road, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=7587561793789736171&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Adventure Nation,travel_agency,MED,0124 690 7340,https://www.adventurenation.com/,3.9,720,"Gulf Adiba, Plot No. 272, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=8553637447870323247&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AEK - The KariGhars,general_contractor,LOW,,https://www.thekarighars.com/aek,,,"22, A-14 Ln, Golf Course Rd, Block A, Sector 26A, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=3699010737058483338&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Aerial Telecom Solutions Pvt ltd,corporate_office,MED,082959 53108,https://aerialtelecom.in/,4.1,30,"225, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=7319822453597081465&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Aerotiq,consultant,MED,,https://www.aerotiq.com/,,,"406, Suncity Trade Tower, Sector 21, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=2506232762439955926&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Aerotiq B2B Travel Platform,travel_agency,MED,093111 42166,https://www.aerotiq.com/,5,1,"Suncity Trade Tower, Sector 21, Gurugram, Haryana 122016, Sector 21, Gurugram, Haryana 122061, India",https://maps.google.com/?cid=13567958026836163388&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AF STN RAJOKARI SNCO MESS,campground,HIGH,,,5,1,"G464+W45, Rajokri Village, Rajokri, New Delhi, Delhi 110038, India",https://maps.google.com/?cid=16023531796454945905&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Afroj Motors,auto_parts_store,MED,,,3,1,"Shop No 10, Jwala Mill, Palam, Gurugram Rd, near SS Dharmkata, Ambience Island, Dundahera Village, Sector 24, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=3434060564097722249&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AFROZ MOTORS,car_repair,MED,,,4.6,60,"G349+6W5, Sector 22A, Sector 22, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=1797577254603008367&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AFWHO-GURGAON,association_or_organization,LOW,,https://afwho.org/,5,6,"BVM-38, DLF Phase 2, Sector 25, Gurugram, Shahpur, Haryana 122002, India",https://maps.google.com/?cid=5103356050966330169&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Agarwal BRS Group,corporate_office,MED,099911 13677,,,,"Shop No 1, Huda Market, Sector 22B Rd, Mullahera, Cartarpuri Alias Daulatpur Nas, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=6510807747358386404&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Agarwal Packers And Movers Gurgaon,transportation_service,LOW,080800 00067,,5,2,"Shop No 56, Shankar Chowk Rd, The National Media Centre, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=1839973189297426158&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Agarwalmilan,local_government_office,LOW,088025 35099,,,,"Plot-62, Sector-18, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=1399591895653615652&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AGE (B/R) Rajokri,government_office,LOW,,,,,"G37W+G4H, Rajokri Village, Rajokri, New Delhi, Delhi 110038, India",https://maps.google.com/?cid=548630686986643412&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AggarwaI Care Packer And Mover,manufacturer,LOW,087507 87426,,,,"Shop No, 236, Siris Rd, near Govt High School, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=13208035920233821946&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Agilus Diagnostics – Pink Town House, Gurugram",medical_clinic,LOW,085100 85050,https://agilusdiagnostics.com/,5,4,"Shop No-4,U-25/31A,Ganga Appartment,Pink Town House, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=18023191607415693185&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Agilus Diagnostics (formerly SRL) - Reference Lab, Gurugram | Blood Test | Full Body Health Checkup | Pathology Lab",medical_clinic,MED,091115 91115,https://agilusdiagnostics.com/,1,1,"2nd Floor, Plot No. 31, Electronic City, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=8860962116675011041&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AGRAWAL INFRABUILD PRIVATE LIMITED - CORPORATE OFFICE,general_contractor,LOW,074404 44333,https://www.agrawalinfrabuild.com/,4,2,"5th Floor, GS TOWER, PLOT 112, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=5842077747726881477&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Agrawal Residence,service,LOW,,,,,"S6, 25, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=5297576824111685990&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AHAMYO- PHYSIOTHERAPY | DIET/NUTRITION | MENTAL WELLNESS,medical_clinic,MED,095602 64949,https://www.ahamyo.com/,5,3,"SAHARA GRACE CONDOMINIUM, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9532051148040850517&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AHUJA PG,guest_house,HIGH,,,4.7,3,"Maruti gate, no 1, Old Delhi Gurugram Rd, Palam Vihar Extension, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=13112754697229073948&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ahuja Residency DLF Phase-II,guest_house,HIGH,0124 401 9335,https://ahujaresidences.com/hotels/ahuja-residency-dlf-phase-2/?utm_source=Google&utm_medium=GMB,4.5,751,"N3/36, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15229236252904847984&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ahuja Tyres,tire_shop,MED,098184 54721,,4.1,98,"Maruti Gate, Ahuja Tyres, 1, Old Delhi Gurugram Rd, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=13188185396242257067&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Aiding Life Foundation,association_or_organization,LOW,,,5,4,"F3VV+VXF, U-14 Rd, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=11801655228606102743&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AIHP Cyber Greens 2,real_estate_agency,MED,098213 16135,https://www.aihp.in/,4.1,11,"Plot No. 484-485, Phase III, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=8764498638921450505&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AIHP Millennium,real_estate_agency,MED,078610 04918,https://aihp.in/,4,26,"Plot number 92, 93, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=6083567884305965448&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Aipl,corporate_office,MED,,,2,2,"493, Phase III, Udyog Vihar III, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=10558881867846152486&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Air France,corporate_office,MED,1800 180 0033,http://www.airfrance.com/,3.2,17,"8th Floor, Tower 8C, Cyber City, DLF Phase II, NH8, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=2275126930521335660&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Air Ok technologies,corporate_office,MED,1800 103 0377,https://airoktech.com/,4.4,27,"221, Udyog Vihar II Rd, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=1240769105143820190&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Air Solution,general_contractor,LOW,,,5,1,"325 3rd Floor, Vashist Complex, Mehrauli-Gurgaon Rd, Sikanderpur Market, Sikanderpur, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=6332471479500892732&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Airbnb Capability Centre,corporate_office,MED,,http://www.airbnb.com/,4.5,30,"241, Udyog Vihar II Rd, Rajiv Nagar, Udyog Vihar III, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=13429893327756401740&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Airbnb, Gurugram, India",point_of_interest,LOW,,,3.9,16,"241, Udyog Vihar II Rd, Rajiv Nagar, Udyog Vihar III, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=9008197137374065843&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Airmen Mess,private_guest_room,HIGH,,,5,2,"G37W+6F4, Rajokri Village, Rajokri, New Delhi, Delhi 110038, India",https://maps.google.com/?cid=9910050865784584956&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Airtel Xstream Fiber,telecommunications_service_provider,LOW,,,,,"Plot No-16, Phase-4, Maruti Udyog, Sector 18, Shahpur, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=11525496273994344867&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AIS FASHION HUB,,LOW,093701 37231,,,,"Ais Fashion Hub, near Zepto, Nathupur, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=4741762370307894266&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AJ FARMS,farm,LOW,,,5,8,"G38Q+8XX, D Block, Kapas Hera, New Delhi, Delhi 110097, India",https://maps.google.com/?cid=17812418713068518280&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ajay Pharmacy,pharmacy,MED,098104 99559,,5,16,"Shop No.6, Saraswati Vihar, Maruti Housing Colony, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9320352632569426973&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ajay room,apartment_complex,LOW,,,,,"F3R8+8W3, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=11800215481258663547&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ajay Singh,grocery_store,HIGH,099993 84169,,4.8,4,"F3FP+G8W, NH 48, near numberdar house, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=3906367493295308800&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AJISAI,restaurant,HIGH,,http://www.ajisai.in/,4.2,33,"A-Block, Sector 28, Sushant Lok Phase I, Sarhol, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=4947019364471077863&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ak Communication,store,MED,091360 73162,,5,3,"Aadarsh Colony Holi Chowk, IDPL Twp, Sector 22A, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=13669246749406101132&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Akash Auto Service,taxi_service,LOW,090054 61183,,3,1,"3, Secondarpur, DLF City, DLF Phase 3, Sector 24, Sikanderpur Ghosi, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=11146095862350875440&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Akash das,service,LOW,,http://www.akashdas.com/,5,2,"T4/3, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15585988380635913340&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Akash General Store,general_store,MED,087508 59255,,,,"Shop No 12, Kapashera - Samalkha Rd, Udyog Vihar III, Sector 21, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=12973551825783206597&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Akbar crane service,,LOW,088516 87511,,5,1,"Krishna chowk, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=5233538018920693166&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
akesh Air Conditioning,point_of_interest,LOW,,,,,"G36G+JH9, Shankar Chowk Rd, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=529106311320979671&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Akhand Sweets Gurugram,confectionery,MED,093543 43747,https://www.akhand.co.in/,4.3,6,"899, First floor, Udyog Vihar Phase 1, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=16128861646116432269&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Akhil Systems Pvt Ltd - Electronic Medical Records Software, Best Hospital Software India, Hospital Management Software",,LOW,084487 99453,https://akhilsystems.com/,3.4,56,"5th Floor, Incuspaze Building, Plot No. 17, Phase-4, Phase IV, Maruti Udyog, Sector 18, Gurugram, Sarhol, Haryana 122015, India",https://maps.google.com/?cid=3041541906547788693&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Akil Automobile Service,auto_parts_store,MED,087430 04333,,,,"375, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14491715231220645091&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Akorn India Pvt Ltd,corporate_office,MED,,,3,1,"M-5/9, Mushedpur, DLF Phase 2, Sector 24, Gurugram, Shahpur, Haryana 122002, India",https://maps.google.com/?cid=3178136200176688591&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AKQA Media India Pvt. Ltd.,corporate_office,MED,,http://akqa.com/,4.8,5,"Phase III, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=786319360501324466&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AKVM Solutions Pvt. Ltd.,travel_agency,MED,0124 414 7685,https://akvmsolutions.com/,4.6,22,"436, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=11213310700252696879&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Alam Election Shop,general_store,MED,096818 15795,,4,1,"Shop No.258, Udyog Vihar Phase 1, Udyog Vihar, Sec21, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=587541470476669117&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Alam Traders,furniture_store,MED,,,,,"Shop No.- 1, Furniture Market, Nathupur Rd, opposite Dlf City Court, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=1665380943431614463&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
All Friends Studio,service,LOW,084477 31106,https://allfriends.studio/,3.3,13,"Plot #10, Mehrauli-Gurgaon Road, Gulmohar Marg, Near Privat Hospital, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=5639375656241414757&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
All India Pathology lab 2nd Branch Gurgaon,medical_clinic,LOW,093506 61443,,5,4,"Ravinder Marg, sabzi mandi, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=6226038102996826826&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
All Seasons,corporate_office,MED,,,,,"B-16/5, Sector 26A, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=5330333471083656492&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Allied house,corporate_office,MED,,,,,"383, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=10212884106534093603&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Alma Soprano Titanium Uncover Clinic,doctor,MED,097520 07200,https://uncover.co.in/?utm_source=Google&utm_medium=GMB,5,14,"3rd floor, UNCOVER Laser, Skin & Hair clinic, A-14, 9, Golf Course Rd, A Block, DLF Phase 1, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=5450581316876848873&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ALOK BHAI KI CHICKEN BIRYANI,restaurant,HIGH,,,5,1,"174, Shankar Chowk Rd, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=120239688226263835&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Alpha Events & Concepts,,LOW,081308 33222,http://www.alphaeventsindia.com/,,,"Second Floor, K-2/4, Mehrauli-Gurgaon Rd, behind Arcade Complex, DLF Phase-II, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15265621943620930427&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Alpha We - Wellness & Education,health,LOW,070824 50480,https://www.instagram.com/alphawe__/,4.8,8,"W-1/2, near SAI BABA MANDIR, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=8403619679599845541&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Alphabetum Technology,,LOW,087002 76918,https://www.alphabetumtech.com/,5,6,"Vi-John Tower, 393, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=4831108377031383532&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Alpine Aircon,general_contractor,MED,096438 42995,,,,"Shiv Ashram Compound, Jawala Mill, Old Delhi Gurugram Rd, Sector 22A, Sector 22, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=17512463543267540580&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Altem Technologies Delhi,point_of_interest,LOW,,,,,"ALTEM Technologies Pvt Ltd, Unit No 307, 3rd Floor, MGF Mega City Mall, Mehrauli-Gurgaon Rd, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=4865099777098408658&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Alwar Cake & Flower Hub,bakery,HIGH,,,5,48,"U 8, 18, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=5715438122890221995&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Alyte,association_or_organization,LOW,1800 266 0851,,,,"Ground Floor Plot No 249G, AIHP Tower, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=8912211054094704685&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Alz Day Spa MG Road Gurgaon Massage Parlour,spa,HIGH,088106 43162,https://spa-center.co.in/alz-day-spa/,4.6,22,"Shop No.-187, 1st Floor, MGF Metropolis Mall, Mehrauli-Gurgaon Rd, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=2633408747063736829&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
